Term,Career,ClassNbr,Subject,CatalogNbr,Section,Title,Topic,MinHrs,MaxHrs,MaxEnr,Enr,InstructorName,GradeBasis,ClassStatus
5179,UCOL,3465,CS, 171,1,Intro to Computer Science II,,3,3,39,40,"Ho,Joyce C",OPT,Active
5161,UCOL,5312,CS, 377,000,Database Systems,,3,3,46,47,"Ho,Joyce C",OPT,Active
5171,UCOL,1980,CS, 377,000,Database Systems,,3,3,60,58,"Ho,Joyce C",OPT,Active
5181,UCOL,1859,CS, 377,1,Database Systems,,3,3,65,56,"Ho,Joyce C",OPT,Active
5171,UCOL,6497,CS, 497R,HO,Directed Study,,1,3,10,1,"Ho,Joyce C",OPT,Active
5181,UCOL,6602,CS, 497R,13,Directed Study,,1,3,999,1,"Ho,Joyce C",OPT,Active
5171,GSAS,6083,CS, 534,000,Machine Learning,,3,3,25,21,"Ho,Joyce C",GRD,Active
5179,GSAS,3476,CS, 534,1,Machine Learning,,3,3,35,32,"Ho,Joyce C",GRD,Active
5161,GSAS,3248,CS, 584,001,Topics In Computer Science,Big Data Analytics,3,3,20,14,"Ho,Joyce C",OPT,Active
5176,GSAS,2427,CS, 597R,HO,Directed Study,,1,9,999,1,"Ho,Joyce C",OPT,Active
5176,GSAS,2385,CS, 598R,HO,Rotation Project,,3,3,999,5,"Ho,Joyce C",OPT,Active
5179,GSAS,6522,CS, 598R,13,Rotation Project,,3,3,10,1,"Ho,Joyce C",OPT,Active
5181,GSAS,6212,CS, 598R,12,Rotation Project,,3,3,10,3,"Ho,Joyce C",OPT,Active
5139,GSAS,6471,CS, 598R,HUNT,Rotation Project,,3,3,999,1,"Hunter,Eric",OPT,Active
5091,UCOL,1027,CS, 110,000,Computer Science Fundamentals,,4,4,50,22,"Hutto,Phillip W",OPT,Active
5096,UCOL,1489,CS, 110,00A,Computer Science Fundamentals,,4,4,28,7,"Hutto,Phillip W",OPT,Active
5089,UCOL,3336,CS, 155,000,Intro to Business Computing,,4,4,30,5,"Hutto,Phillip W",OPT,Active
5089,UCOL,3336,CS, 155,000,Intro to Business Computing,,4,4,30,5,"Hutto,Phillip W",OPT,Active
5099,UCOL,3034,CS, 155,000,Intro to Business Computing,,4,4,30,31,"Hutto,Phillip W",OPT,Active
5099,UCOL,3034,CS, 155,000,Intro to Business Computing,,4,4,30,31,"Hutto,Phillip W",OPT,Active
5089,UCOL,3334,CS, 170,000,Intro to Computer Science I,,4,4,30,26,"Hutto,Phillip W",OPT,Active
5089,UCOL,3334,CS, 170,000,Intro to Computer Science I,,4,4,30,26,"Hutto,Phillip W",OPT,Active
5096,UCOL,1482,CS, 170,00A,Intro to Computer Science I,,4,4,28,12,"Hutto,Phillip W",OPT,Active
5096,UCOL,1482,CS, 170,00A,Intro to Computer Science I,,4,4,28,12,"Hutto,Phillip W",OPT,Active
5096,UCOL,1491,CS, 171,00C,Intro to Computer Science II,,4,4,28,6,"Hutto,Phillip W",OPT,Active
5089,UCOL,3340,CS, 255,000,Comp Org/Assembly Programming,,4,4,30,9,"Hutto,Phillip W",OPT,Active
5099,UCOL,3054,CS, 255,000,Comp Org/Assembly Programming,,4,4,16,16,"Hutto,Phillip W",OPT,Active
5091,GSAS,5587,CS, 598R,05P,Rotation Project,,4,4,999,0,"Hutto,Phillip W",OPT,Active
5091,UCOL,5243,CS, 170,001,Intro to Computer Science I,,4,4,30,27,"Jurczyk,Pawel Czeslaw",OPT,Active
5091,UCOL,5243,CS, 170,001,Intro to Computer Science I,,4,4,30,27,"Jurczyk,Pawel Czeslaw",OPT,Active
5141,UCOL,4242,CS, 170,000,Intro to Computer Science I,,4,4,27,28,"Jurczyk,Tomasz Marek",OPT,Active
5141,UCOL,4242,CS, 170,000,Intro to Computer Science I,,4,4,27,28,"Jurczyk,Tomasz Marek",OPT,Active
5149,UCOL,3679,CS, 170,003,Intro to Computer Science I,,4,4,30,30,"Jurczyk,Tomasz Marek",OPT,Active
5126,UCOL,1387,CS, 171,00C,Intro to Computer Science II,,4,4,25,10,"Kalra,Ankur",OPT,Active
5136,UCOL,1397,CS, 171,00C,Intro to Computer Science II,,4,4,30,11,"Kalra,Ankur",OPT,Active
5151,UCOL,3552,CS, 170,004,Intro to Computer Science I,,4,4,25,26,"Kay,William W",OPT,Active
5151,UCOL,3552,CS, 170,004,Intro to Computer Science I,,4,4,25,26,"Kay,William W",OPT,Active
5181,UCOL,1928,CS, 171,3,Intro to Computer Science II,,3,3,55,55,"Kay,William W",OPT,Active
5179,UCOL,3467,CS, 224,1,Discrete Structures,,3,3,59,60,"Kay,William W",OPT,Active
5179,UCOL,6338,CS, 224,3,Discrete Structures,,3,3,39,40,"Kay,William W",OPT,Active
5181,UCOL,1846,CS, 224,1,Discrete Structures,,3,3,37,37,"Kay,William W",OPT,Active
5181,UCOL,4088,CS, 224,2,Discrete Structures,,3,3,35,34,"Kay,William W",OPT,Active
5101,UCOL,3211,CS, 170,001,Intro to Computer Science I,,4,4,30,31,"Knepper,Sarah Marie",OPT,Active
5101,UCOL,3211,CS, 170,001,Intro to Computer Science I,,4,4,30,31,"Knepper,Sarah Marie",OPT,Active
5179,GSAS,3480,CS, 563,1,Digital Image Processing,,3,3,24,24,"Kong,Jun",GRD,Active
5139,GSAS,6011,CS, 584,000,Topics In Computer Science,Biomedical Image Analysis,3,3,20,7,"Kong,Jun",OPT,Active
5159,GSAS,6165,CS, 584,000,Topics In Computer Science,Digital Image Processing,3,3,16,6,"Kong,Jun",OPT,Active
5151,GSAS,6444,CS, 597R,KONG,Directed Study,,1,9,999,2,"Kong,Jun",OPT,Active
5131,GSAS,6018,CS, 598R,KONG,Rotation Project,,4,4,999,1,"Kong,Jun",OPT,Active
5151,GSAS,6457,CS, 598R,KONG,Rotation Project,,3,3,999,1,"Kong,Jun",OPT,Active
5159,GSAS,6296,CS, 598R,KONG,Rotation Project,,3,3,999,1,"Kong,Jun",OPT,Active
5161,GSAS,6457,CS, 598R,KONG,Rotation Project,,3,3,10,2,"Kong,Jun",OPT,Active
5179,GSAS,6031,CS, 799R,15,Dissertation Research,,1,9,10,1,"Kong,Jun",GRD,Active
5181,GSAS,6091,CS, 799R,15,Dissertation Research,,1,9,10,2,"Kong,Jun",GRD,Active
5121,GSAS,3255,CS, 572,000,Information Retrieval,,4,4,16,9,"Kotov,Alexander",OPT,Active
5156,UCOL,1479,CS, 170,00A,Intro to Computer Science I,,4,4,30,25,"La Fleur,Steven James",OPT,Active
5156,UCOL,1479,CS, 170,00A,Intro to Computer Science I,,4,4,30,25,"La Fleur,Steven James",OPT,Active
5166,UCOL,1793,CS, 170,00A,Intro to Computer Science I,,4,4,25,17,"La Fleur,Steven James",OPT,Active
5166,UCOL,1793,CS, 170,00A,Intro to Computer Science I,,4,4,25,17,"La Fleur,Steven James",OPT,Active
5176,UCOL,1024,CS, 170,00A,Intro to Computer Science I,,4,4,35,23,"La Fleur,Steven James",OPT,Active
5176,UCOL,1024,CS, 170,00A,Intro to Computer Science I,,4,4,35,23,"La Fleur,Steven James",OPT,Active
5146,UCOL,1167,CS, 171,00C,Intro to Computer Science II,,3,3,27,22,"La Fleur,Steven James",OPT,Active
5156,UCOL,1480,CS, 171,00C,Intro to Computer Science II,,3,3,27,21,"La Fleur,Steven James",OPT,Active
5166,UCOL,1802,CS, 171,00C,Intro to Computer Science II,,3,3,25,12,"La Fleur,Steven James",OPT,Active
5176,UCOL,1025,CS, 171,00C,Intro to Computer Science II,,3,3,35,12,"La Fleur,Steven James",OPT,Active
5179,UCOL,3466,CS, 171,2,Intro to Computer Science II,,3,3,39,36,"La Fleur,Steven James",OPT,Active
5141,UCOL,4253,CS, 224,000,Discrete Structures,,3,3,28,29,"La Fleur,Steven James",OPT,Active
5149,UCOL,3691,CS, 224,000,Discrete Structures,,3,3,30,45,"La Fleur,Steven James",OPT,Active
5151,UCOL,3556,CS, 224,000,Discrete Structures,,3,3,60,60,"La Fleur,Steven James",OPT,Active
5151,UCOL,3556,CS, 224,000,Discrete Structures,,3,3,60,60,"La Fleur,Steven James",OPT,Active
5159,UCOL,3397,CS, 224,000,Discrete Structures,,3,3,50,51,"La Fleur,Steven James",OPT,Active
5159,UCOL,5692,CS, 224,001,Discrete Structures,,3,3,50,48,"La Fleur,Steven James",OPT,Active
5161,UCOL,2882,CS, 224,000,Discrete Structures,,3,3,70,63,"La Fleur,Steven James",OPT,Active
5169,UCOL,3612,CS, 224,000,Discrete Structures,,3,3,80,74,"La Fleur,Steven James",OPT,Active
5171,UCOL,1974,CS, 255,000,Comp Org/Assembly Programming,,3,3,60,63,"La Fleur,Steven James",OPT,Active
5181,UCOL,1855,CS, 255,1,Comp Org/Assembly Programming,,3,3,65,43,"La Fleur,Steven James",OPT,Active
5179,UCOL,3469,CS, 323,1,Data Structures and Algorithms,,3,3,30,29,"La Fleur,Steven James",OPT,Active
5181,UCOL,1854,CS, 323,2,Data Structures and Algorithms,,3,3,35,24,"La Fleur,Steven James",OPT,Active
5129,UCOL,2085,CS, 170,000,Intro to Computer Science I,,4,4,31,27,"Lagun,Dmitry",OPT,Active
5129,UCOL,2085,CS, 170,000,Intro to Computer Science I,,4,4,31,27,"Lagun,Dmitry",OPT,Active
5149,UCOL,9907,CS, 130R,000,Selected Programming Languages,Programming in Python,2,2,25,23,"Li,Haoran",OPT,Active
5141,UCOL,4245,CS, 170,003,Intro to Computer Science I,,4,4,27,26,"Liang,Yanhui",OPT,Active
5141,UCOL,4245,CS, 170,003,Intro to Computer Science I,,4,4,27,26,"Liang,Yanhui",OPT,Active
5121,UCOL,3168,CS, 130R,000,Selected Programming Languages,Programming in R,2,2,20,4,"Liu,Qiaoling",OPT,Active
5121,UCOL,3168,CS, 130R,000,Selected Programming Languages,Programming in R,2,2,20,4,"Liu,Qiaoling",OPT,Active
5116,UCOL,1119,CS, 171,00C,Intro to Computer Science II,,4,4,28,11,"Lu,James",OPT,Active
5119,UCOL,2725,CS, 171Z,00P,Intro to Computer Science II,,4,4,25,10,"Lu,James",OPT,Active
5129,UCOL,2095,CS, 171Z,00P,Intro to Computer Science II,,4,4,25,8,"Lu,James",OPT,Active
5139,UCOL,1742,CS, 171Z,00P,Intro to Computer Science II,,3,3,16,12,"Lu,James",OPT,Active
5149,UCOL,3685,CS, 171Z,00P,Intro to Computer Science II,,3,3,20,10,"Lu,James",OPT,Active
5159,UCOL,3395,CS, 171Z,00P,Intro to Computer Science II,,3,3,20,13,"Lu,James",OPT,Active
5169,UCOL,3611,CS, 171Z,00P,Intro to Computer Science II,,3,3,25,14,"Lu,James",OPT,Active
5089,UCOL,3339,CS, 224,000,Discrete Structures,,4,4,30,11,"Lu,James",OPT,Active
5171,UCOL,6474,CS, 285,00P,Topics in Computer Science,,2,2,1,1,"Lu,James",OPT,Active
5091,UCOL,3314,CS, 325,000,Artificial Intelligence,,4,4,25,7,"Lu,James",OPT,Active
5109,UCOL,4277,CS, 377,000,Database Systems,,4,4,25,10,"Lu,James",OPT,Active
5101,UCOL,12584,CS, 424,001,Theory Of Computing,,4,4,25,4,"Lu,James",OPT,Active
5111,UCOL,3676,CS, 424,000,Theory Of Computing,,4,4,25,7,"Lu,James",OPT,Active
5121,UCOL,2543,CS, 424,000,Theory Of Computing,,4,4,25,3,"Lu,James",OPT,Active
5131,UCOL,2562,CS, 424,000,Theory of Computing,,4,4,25,10,"Lu,James",OPT,Active
5151,UCOL,3575,CS, 424,000,Theory of Computing,,3,3,36,36,"Lu,James",OPT,Active
5089,UCOL,3343,CS, 456,000,Compiler Construction,,4,4,25,0,"Lu,James",OPT,Active
5099,UCOL,3057,CS, 456,000,Compiler Construction,,4,4,25,0,"Lu,James",OPT,Active
5109,UCOL,4281,CS, 456,000,Compiler Construction,,4,4,15,0,"Lu,James",OPT,Active
5119,UCOL,2680,CS, 456,000,Compiler Construction,,4,4,10,0,"Lu,James",OPT,Active
5129,UCOL,2109,CS, 456,000,Compiler Construction,,4,4,25,0,"Lu,James",OPT,Active
5139,UCOL,1755,CS, 456,000,Compiler Construction,,4,4,10,2,"Lu,James",OPT,Active
5149,UCOL,3697,CS, 456,000,Compiler Construction,,4,4,10,0,"Lu,James",OPT,Active
5159,UCOL,3401,CS, 456,000,Compiler Construction,,4,4,25,4,"Lu,James",OPT,Active
5179,UCOL,3474,CS, 456,1,Compiler Construction,,4,4,15,0,"Lu,James",OPT,Active
5141,UCOL,6707,CS, 495RW,01P,Honors,,1,8,999,1,"Lu,James",OPT,Active
5089,GSAS,3347,CS, 556,000,Compiler Construction,,4,4,25,13,"Lu,James",OPT,Active
5099,GSAS,3058,CS, 556,000,Compiler Construction,,4,4,25,8,"Lu,James",OPT,Active
5109,GSAS,4294,CS, 556,000,Compiler Construction,,4,4,10,10,"Lu,James",OPT,Active
5119,GSAS,3104,CS, 556,000,Compiler Construction,,4,4,15,7,"Lu,James",OPT,Active
5129,GSAS,2118,CS, 556,000,Compiler Construction,,4,4,25,10,"Lu,James",OPT,Active
5139,GSAS,1761,CS, 556,000,Compiler Construction,,3,3,25,7,"Lu,James",OPT,Active
5149,GSAS,3702,CS, 556,000,Compiler Construction,,3,3,15,7,"Lu,James",OPT,Active
5159,GSAS,5701,CS, 556,000,Compiler Construction,,3,3,10,13,"Lu,James",OPT,Active
5179,GSAS,3478,CS, 556,1,Programming Lang.and Compilers,,3,3,10,11,"Lu,James",GRD,Active
5179,GSAS,3483,CS, 590,1,Teaching Seminar (TATTO Req.),,1,1,15,19,"Lu,James",SUS,Active
5099,GSAS,3075,CS, 597R,00P,Directed Study,,1,12,999,3,"Lu,James",OPT,Active
5101,GSAS,14080,CS, 597R,00LU,Directed Study,,1,12,999,1,"Lu,James",OPT,Active
5106,GSAS,2410,CS, 597R,0PB,Directed Study,,1,12,999,1,"Lu,James",OPT,Active
5109,GSAS,5223,CS, 597R,00LU,Directed Study,,1,12,999,1,"Lu,James",OPT,Active
5116,GSAS,2406,CS, 597R,00LU,Directed Study,,1,12,999,2,"Lu,James",OPT,Active
5121,GSAS,2520,CS, 597R,00LU,Directed Study,,1,12,999,1,"Lu,James",OPT,Active
5089,GSAS,4432,CS, 598R,04P,Rotation Project,,4,4,999,3,"Lu,James",OPT,Active
5091,GSAS,5588,CS, 598R,06P,Rotation Project,,4,4,999,3,"Lu,James",OPT,Active
5099,GSAS,4139,CS, 598R,04P,Rotation Project,,4,4,999,0,"Lu,James",OPT,Active
5101,GSAS,3227,CS, 598R,06P,Rotation Project,,4,4,999,1,"Lu,James",OPT,Active
5109,GSAS,5232,CS, 598R,00LU,Rotation Project,,4,4,999,2,"Lu,James",OPT,Active
5099,GSAS,3073,CS, 599R,00P,Research,,1,12,999,6,"Lu,James",OPT,Active
5101,GSAS,14082,CS, 599R,00LU,Research,,1,12,999,4,"Lu,James",OPT,Active
5106,GSAS,2411,CS, 599R,0PB,Research,,1,12,999,2,"Lu,James",OPT,Active
5109,GSAS,5226,CS, 599R,00LU,Research,,1,12,999,1,"Lu,James",OPT,Active
5119,GSAS,5505,CS, 599R,00LU,Research,,1,12,999,2,"Lu,James",GRD,Active
5129,GSAS,2191,CS, 599R,00LU,Research,,1,12,999,0,"Lu,James",OPT,Active
5089,GSAS,3350,CS, 700R,000,Graduate Seminar,,1,1,30,17,"Lu,James",SUS,Active
5091,GSAS,3439,CS, 700R,000,Graduate Seminar,,1,1,25,12,"Lu,James",SUS,Active
5099,GSAS,4145,CS, 700R,000,Graduate Seminar,,1,1,999,14,"Lu,James",SUS,Active
5101,GSAS,3203,CS, 700R,000,Graduate Seminar,,1,1,25,16,"Lu,James",SUS,Active
5109,GSAS,4313,CS, 700R,000,Graduate Seminar,,1,1,25,17,"Lu,James",SUS,Active
5111,GSAS,3293,CS, 700R,000,Graduate Seminar,,1,1,35,18,"Lu,James",OPT,Active
5139,GSAS,1785,CS, 700R,000,Graduate Seminar,,1,1,25,26,"Lu,James",SUS,Active
5141,GSAS,5287,CS, 700R,000,Graduate Seminar,,1,1,30,29,"Lu,James",SUS,Active
5149,GSAS,3714,CS, 700R,000,Graduate Seminar,,1,1,30,25,"Lu,James",SUS,Active
5151,GSAS,3581,CS, 700R,000,Graduate Seminar,,1,1,30,24,"Lu,James",SUS,Active
5099,GSAS,4148,CS, 797R,00P,Directed Studies,,1,12,999,1,"Lu,James",GRD,Active
5101,GSAS,14084,CS, 797R,00LU,Directed Studies,,1,12,999,0,"Lu,James",GRD,Active
5106,GSAS,2412,CS, 797R,0PB,Directed Studies,,1,12,999,0,"Lu,James",OPT,Active
5109,GSAS,5730,CS, 797R,00LU,Directed Studies,,1,12,999,0,"Lu,James",GRD,Active
5121,GSAS,2523,CS, 797R,00LU,Directed Studies,,1,12,999,0,"Lu,James",OPT,Active
5099,GSAS,4149,CS, 799R,00P,Dissertation Research,,1,12,999,4,"Lu,James",GRD,Active
5101,GSAS,14087,CS, 799R,00LU,Dissertation Research,,1,12,999,1,"Lu,James",GRD,Active
5106,GSAS,2413,CS, 799R,0PB,Dissertation Research,,1,12,999,0,"Lu,James",OPT,Active
5109,GSAS,5734,CS, 799R,00LU,Dissertation Research,,1,12,999,0,"Lu,James",GRD,Active
5111,GSAS,3316,CS, 799R,00P,Dissertation Research,,1,12,999,1,"Lu,James",GRD,Active
5116,GSAS,2488,CS, 799R,0LU,Dissertation Research,,1,12,999,1,"Lu,James",GRD,Active
5121,GSAS,2524,CS, 799R,00LU,Dissertation Research,,1,12,999,1,"Lu,James",OPT,Active
5131,GSAS,2640,CS, 799R,JLU,Dissertation Research,,1,12,999,2,"Lu,James",OPT,Active
5089,UCOL,3342,CS, 450,000,Systems Programming,,4,4,25,8,"Mandelberg,Kenneth I",OPT,Active
5099,UCOL,3056,CS, 450,000,Systems Programming,,4,4,25,9,"Mandelberg,Kenneth I",OPT,Active
5109,UCOL,4278,CS, 450,000,Systems Programming,,4,4,20,11,"Mandelberg,Kenneth I",OPT,Active
5119,UCOL,2679,CS, 450,000,Systems Programming,,4,4,25,12,"Mandelberg,Kenneth I",OPT,Active
5129,UCOL,2106,CS, 450,000,Systems Programming,,4,4,25,24,"Mandelberg,Kenneth I",OPT,Active
5139,UCOL,1753,CS, 450,000,Systems Programming,,3,3,32,34,"Mandelberg,Kenneth I",OPT,Active
5149,UCOL,3695,CS, 450,000,Systems Programming,,3,3,32,38,"Mandelberg,Kenneth I",OPT,Active
5159,UCOL,3400,CS, 450,000,Systems Programming,,3,3,56,56,"Mandelberg,Kenneth I",OPT,Active
5169,UCOL,3615,CS, 450,000,Systems Programming,,3,3,65,57,"Mandelberg,Kenneth I",OPT,Active
5179,UCOL,3472,CS, 450,1,Systems Programming,,3,3,60,59,"Mandelberg,Kenneth I",OPT,Active
5091,UCOL,3434,CS, 452,000,Operating Systems,,4,4,16,5,"Mandelberg,Kenneth I",OPT,Active
5101,UCOL,3197,CS, 452,000,Operating Systems,,4,4,16,1,"Mandelberg,Kenneth I",OPT,Active
5111,UCOL,3677,CS, 452,000,Operating Systems,,4,4,16,0,"Mandelberg,Kenneth I",OPT,Active
5121,UCOL,4958,CS, 452,000,Operating Systems,,4,4,8,0,"Mandelberg,Kenneth I",OPT,Active
5131,UCOL,2563,CS, 452,000,Operating Systems,,4,4,20,1,"Mandelberg,Kenneth I",OPT,Active
5141,UCOL,4261,CS, 452,000,Operating Systems,,4,4,8,1,"Mandelberg,Kenneth I",OPT,Active
5151,UCOL,3576,CS, 452,000,Operating Systems,,4,4,5,1,"Mandelberg,Kenneth I",OPT,Active
5161,UCOL,3230,CS, 452,000,Operating Systems,,4,4,3,2,"Mandelberg,Kenneth I",OPT,Active
5171,UCOL,4425,CS, 452,000,Operating Systems,,4,4,8,6,"Mandelberg,Kenneth I",OPT,Active
5181,UCOL,4115,CS, 452,1,Operating Systems,,4,4,10,3,"Mandelberg,Kenneth I",OPT,Active
5101,UCOL,14383,CS, 495R,01P,Honors,,1,4,1,1,"Mandelberg,Kenneth I",OPT,Active
5111,UCOL,3682,CS, 495R,00P,Honors,,1,4,30,1,"Mandelberg,Kenneth I",OPT,Active
5089,GSAS,3346,CS, 551,000,Systems Programming,,4,4,25,16,"Mandelberg,Kenneth I",OPT,Active
5099,GSAS,3069,CS, 551,000,Systems Programming,,4,4,25,11,"Mandelberg,Kenneth I",OPT,Active
5109,GSAS,4293,CS, 551,000,Systems Programming,,4,4,20,9,"Mandelberg,Kenneth I",OPT,Active
5119,GSAS,2684,CS, 551,000,Systems Programming,,4,4,25,13,"Mandelberg,Kenneth I",OPT,Active
5129,GSAS,2115,CS, 551,000,Systems Programming,,4,4,25,16,"Mandelberg,Kenneth I",OPT,Active
5139,GSAS,1759,CS, 551,000,Systems Programming,,3,3,25,11,"Mandelberg,Kenneth I",OPT,Active
5149,GSAS,3700,CS, 551,000,Systems Programming,,3,3,25,11,"Mandelberg,Kenneth I",OPT,Active
5159,GSAS,3403,CS, 551,000,Systems Programming,,3,3,25,15,"Mandelberg,Kenneth I",OPT,Active
5169,GSAS,3630,CS, 551,000,Systems Programming,,3,3,25,18,"Mandelberg,Kenneth I",OPT,Active
5179,GSAS,3477,CS, 551,1,Systems Programming,,3,3,25,22,"Mandelberg,Kenneth I",OPT,Active
5091,GSAS,3438,CS, 580,000,Operating Systems,,4,4,16,14,"Mandelberg,Kenneth I",OPT,Active
5101,GSAS,3201,CS, 580,000,Operating Systems,,4,4,16,11,"Mandelberg,Kenneth I",OPT,Active
5111,GSAS,4157,CS, 580,000,Operating Systems,,4,4,16,11,"Mandelberg,Kenneth I",OPT,Active
5121,GSAS,2549,CS, 580,000,Operating Systems,,4,4,16,15,"Mandelberg,Kenneth I",OPT,Active
5131,GSAS,2564,CS, 580,000,Operating Systems,,4,4,20,10,"Mandelberg,Kenneth I",OPT,Active
5141,GSAS,4263,CS, 580,000,Operating Systems,,3,3,12,10,"Mandelberg,Kenneth I",OPT,Active
5151,GSAS,3580,CS, 580,000,Operating Systems,,3,3,11,12,"Mandelberg,Kenneth I",OPT,Active
5161,GSAS,3246,CS, 580,000,Operating Systems,,3,3,11,14,"Mandelberg,Kenneth I",OPT,Active
5171,GSAS,1988,CS, 580,000,Operating Systems,,3,3,7,4,"Mandelberg,Kenneth I",OPT,Active
5181,GSAS,1910,CS, 580,1,Operating Systems,,3,3,13,3,"Mandelberg,Kenneth I",OPT,Active
5089,GSAS,4433,CS, 598R,05P,Rotation Project,,4,4,999,0,"Mandelberg,Kenneth I",OPT,Active
5091,GSAS,5589,CS, 598R,07P,Rotation Project,,4,4,999,0,"Mandelberg,Kenneth I",OPT,Active
5099,GSAS,4140,CS, 598R,05P,Rotation Project,,4,4,999,0,"Mandelberg,Kenneth I",OPT,Active
5101,GSAS,3229,CS, 598R,07P,Rotation Project,,4,4,999,0,"Mandelberg,Kenneth I",OPT,Active
5109,GSAS,5233,CS, 598R,MAND,Rotation Project,,4,4,999,0,"Mandelberg,Kenneth I",OPT,Active
5151,GSAS,6286,CS, 598R,MAND,Rotation Project,,3,3,999,1,"Mandelberg,Kenneth I",OPT,Active
5101,GSAS,14085,CS, 797R,MAND,Directed Studies,,1,12,999,0,"Mandelberg,Kenneth I",GRD,Active
5109,GSAS,5732,CS, 797R,MAND,Directed Studies,,1,12,999,0,"Mandelberg,Kenneth I",GRD,Active
5101,GSAS,14088,CS, 799R,MAND,Dissertation Research,,1,12,999,0,"Mandelberg,Kenneth I",GRD,Active
5109,GSAS,5736,CS, 799R,MAND,Dissertation Research,,1,12,999,1,"Mandelberg,Kenneth I",GRD,Active
5111,GSAS,3317,CS, 799R,MAND,Dissertation Research,,1,12,999,0,"Mandelberg,Kenneth I",GRD,Active
5116,GSAS,2407,CS, 799R,MAND,Dissertation Research,,1,12,999,0,"Mandelberg,Kenneth I",OPT,Active
5119,GSAS,2716,CS, 799R,MAND,Dissertation Research,,1,12,999,0,"Mandelberg,Kenneth I",GRD,Active
5121,GSAS,2525,CS, 799R,MAND,Dissertation Research,,1,12,999,0,"Mandelberg,Kenneth I",OPT,Active
5129,GSAS,2280,CS, 799R,MAND,Dissertation Research,,1,12,999,0,"Mandelberg,Kenneth I",GRD,Active
5109,GSAS,5224,CS, 597R,NAGY,Directed Study,,1,12,999,0,"Nagy,James",OPT,Active
5111,GSAS,5177,CS, 597R,NAGY,Directed Study,,1,12,999,1,"Nagy,James",OPT,Active
5119,GSAS,5606,CS, 597R,NAGY,Directed Study,,1,12,999,1,"Nagy,James",GRD,Active
5121,GSAS,2551,CS, 597R,NAGY,Directed Study,,1,12,999,1,"Nagy,James",OPT,Active
5129,GSAS,2137,CS, 597R,NAGY,Directed Study,,1,12,999,1,"Nagy,James",OPT,Active
5131,GSAS,2586,CS, 597R,NAGY,Directed Study,,1,12,999,1,"Nagy,James",OPT,Active
5151,GSAS,6428,CS, 597R,NAGY,Directed Study,,1,9,999,1,"Nagy,James",OPT,Active
5089,GSAS,4434,CS, 598R,06P,Rotation Project,,4,4,999,0,"Nagy,James",OPT,Active
5091,GSAS,5590,CS, 598R,08P,Rotation Project,,4,4,999,0,"Nagy,James",OPT,Active
5099,GSAS,4141,CS, 598R,06P,Rotation Project,,4,4,999,0,"Nagy,James",OPT,Active
5101,GSAS,3231,CS, 598R,08P,Rotation Project,,4,4,999,1,"Nagy,James",OPT,Active
5109,GSAS,5234,CS, 598R,NAGY,Rotation Project,,4,4,999,1,"Nagy,James",OPT,Active
5111,GSAS,3297,CS, 598R,NAGY,Rotation Project,,4,4,999,0,"Nagy,James",OPT,Active
5119,GSAS,2734,CS, 598R,NAGY,Rotation Project,,4,4,999,0,"Nagy,James",OPT,Active
5121,GSAS,2516,CS, 598R,NAGY,Rotation Project,,4,4,999,2,"Nagy,James",OPT,Active
5129,GSAS,2156,CS, 598R,NAGY,Rotation Project,,4,4,999,0,"Nagy,James",OPT,Active
5139,GSAS,1772,CS, 598R,NAGY,Rotation Project,,3,3,999,1,"Nagy,James",OPT,Active
5109,GSAS,5227,CS, 599R,NAGY,Research,,1,12,999,0,"Nagy,James",OPT,Active
5119,GSAS,5607,CS, 599R,NAGY,Research,,1,12,999,0,"Nagy,James",GRD,Active
5121,GSAS,3290,CS, 599R,NAGY,Research,,1,12,999,0,"Nagy,James",OPT,Active
5129,GSAS,2194,CS, 599R,NAGY,Research,,1,12,999,0,"Nagy,James",OPT,Active
5141,GSAS,6375,CS, 599R,NAGY,Research,,1,9,999,1,"Nagy,James",OPT,Active
5159,GSAS,3434,CS, 599R,NAGY,Research,,1,9,999,1,"Nagy,James",OPT,Active
5101,GSAS,14086,CS, 797R,NAGY,Directed Studies,,1,12,999,0,"Nagy,James",GRD,Active
5109,GSAS,5733,CS, 797R,NAGY,Directed Studies,,1,12,999,0,"Nagy,James",GRD,Active
5101,GSAS,14089,CS, 799R,NAGY,Dissertation Research,,1,12,999,1,"Nagy,James",GRD,Active
5109,GSAS,5737,CS, 799R,NAGY,Dissertation Research,,1,12,999,1,"Nagy,James",GRD,Active
5111,GSAS,3318,CS, 799R,NAGY,Dissertation Research,,1,12,999,1,"Nagy,James",GRD,Active
5116,GSAS,2408,CS, 799R,NAGY,Dissertation Research,,1,12,999,1,"Nagy,James",OPT,Active
5119,GSAS,2717,CS, 799R,NAGY,Dissertation Research,,1,12,999,0,"Nagy,James",GRD,Active
5121,GSAS,2526,CS, 799R,NAGY,Dissertation Research,,1,12,999,0,"Nagy,James",OPT,Active
5129,GSAS,2281,CS, 799R,NAGY,Dissertation Research,,1,12,999,1,"Nagy,James",GRD,Active
5131,GSAS,2642,CS, 799R,NAGY,Dissertation Research,,1,12,999,1,"Nagy,James",OPT,Active
5141,GSAS,6507,CS, 799R,NAGY,Dissertation Research,,1,9,999,1,"Nagy,James",OPT,Active
5146,GSAS,2237,CS, 799R,NAGY,Dissertation Research,,1,9,999,1,"Nagy,James",OPT,Active
